file	text	duration	rms
ar_172_هذايجعلُاستخدامَعدسا.wav	هذا يجعلُ استخدامَ عدساتِ التّكبيرِ الرخيصةِ صعبًا في ظروفِ الإضاءةِ المنخفضةِ بدون فلاش	7.260	0.03827
ar_173_ازدهرتالحضارةفيأحواض.wav	ازدهرت الحضارة في أحواض نهر السند ومنها اشتق اسمه	4.080	0.07773
ar_174_تمفتحتحقيقمنأجلالتقص.wav	تم فتح تحقيق من أجل التقصي	4.680	0.03167
ar_175_اندلعتالاحتجاجاتالعن.wav	اندلعت الاحتجاجات العنيفة أحياناً بسبب الفشل في إقامة الانتخابات المزمع إجراؤها منذ 2011	7.920	0.03781
ar_176_اعتمدتالخطةالأمريكية.wav	اعتمدت الخطة الأمريكية على شن هجمات منظمة من ثلاثة اتجاهات مختلفة	7.440	0.00624
ar_177_أظهرتالغيومإمكانيةحد.wav	أظهرت الغيوم إمكانية حدوث ارتباك حول ما إذا كان قد حدث ثوران فعلي	6.960	0.03427
ar_178_عُقدتالمحاكمةفيمحكمة.wav	عُقدت المحاكمة في محكمة برمنغهام الملكية وانتهت في 3 آب	7.740	0.04109
ar_179_قديتطلّبذلكمِلءاستما.wav	قد يتطلّب ذلك مِلء استمارة لدى الشرطة المحلية أو زيارة مكاتبَ الهجرة	7.080	0.04475
ar_180_الطاقةالمظلمةهيقوىغي.wav	الطاقة المظلمة هي قوى غير مرئية نهائياً تؤثر بشكل مستمر على الكون	7.200	0.08099
ar_181_يوجدكهفضئيلبالقربمنا.wav	يوجد كهف ضئيل بالقرب من القمة يجب المرور خلاله إنه منخفض جداً وضيّق إلى حد كبير	6.660	0.16524
ar_182_تمثلشبكةتبادلالضيافة.wav	تمثل شبكة تبادل الضيافة منظمة تربط المسافرين بالسكان المحليين في المدن التي سيزورونها	7.800	0.03797
ar_183_عادفيالستينياتإلىالج.wav	عاد في الستينيات إلى الجزائر المستقلة حديثًا لتدريس الإخراج السينمائي	5.700	0.01781
ar_184_لوكسمبورغلديهاتاريخط.wav	لوكسمبورغ لديها تاريخ طويل ولكن استقلالها يعود إلى عام 1839	7.500	0.02862
ar_185_يجباستبدالمصباحالإضا.wav	يجب استبدال مصباح الإضاءة إذاً يجب توخّي الحذر أثناء استبدال مصباح الإضاءة	5.880	0.04114
ar_186_سيخبركبعضالأطفالالقص.wav	سيخبرك بعض الأطفال القصة مقابل قروش قليلة	5.760	0.02880
ar_187_رُبماالمكانعبارةعنمب.wav	رُبما المكان عبارة عن مبنى تاريخي قديم مع أثاث عتيق وأراضٍ مشذبة وحمام سباحةٍ	7.320	0.02730
ar_188_كانتحربالخلافةالإسبا.wav	كانت حرب الخلافة الإسبانية هي الحرب الأولى التي كانت قضيتها المركزية هي ميزان القوى	6.960	0.12425
ar_189_كانتأولقراءةعامةللوث.wav	كانت أول قراءة عامة للوثيقة بواسطة جون نيكسون في باحة قاعة الاستقلال في الثامن من تموز	7.140	0.03296
ar_190_أُنقذالعديدمنالرهائن.wav	أُنقذ العديد من الرهائن وتأكد مقتل ستة على الأقل حتى اللحظة	5.100	0.14808
ar_191_علىأملأنيُدركمعظمالن.wav	على أمل أن يُدرك معظم الناس أن أفضل خياراتهم على المدى الطويل العمل معاً	5.940	0.02908
ar_192_يمكنتشكيلالذهبعلىشتى.wav	يمكن تشكيل الذهب على شتى الأشكال يمكن لفه في أشكالٍ صغيرة	5.460	0.03439
ar_193_أرسلرسائلإلكترونيةإل.wav	أرسل رسائل إلكترونية إلى التلاميذ في الجامعة المحلية واستلم عددًا هائلاً من عروض السكن المجاني	7.860	0.05227
ar_194_فيالأشهرالثلاثةالماض.wav	في الأشهر الثلاثة الماضية أطلق سراح أكثر من 80 معتقلاً من منشأة سنترال بوكنج دون توجيه تهم رسمية إليهم	7.800	0.03426
ar_195_ولمتعرفالسلطاتاسمهحت.wav	ولم تعرف السلطات اسمه حتى الآن بالرغم من أنهم يعرفون أنه من مجموعة الإيغور العرقية	7.200	0.00955
ar_196_علىعكسالمركباتالكبير.wav	على عكس المركبات الكبيرة ربما تكون على درايةٍ بالفعل بقيادة سيارتك ومعرفة حدودها	7.860	0.02372
ar_197_تبقىكميةالمطرثابتةتق.wav	تبقى كمية المطر ثابتة تقريباً على مدار العام حيث لا توجد مواسم ممطرة وأخرى جافة محددة	6.960	0.16451
ar_198_بعدالحريقتمالحفاظعلى.wav	بعد الحريق تم الحفاظ على القلعة وحمايتها وبقيت واحدة من أكثر أماكن الجذب إثارةً في بوتان	6.960	0.04163
ar_199_ثقافةالعملاليابانيةأ.wav	ثقافة العمل اليابانية أكثر هرمية ورسمية مما اعتاد عليه الغربيون	6.120	0.04806
